id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p8_9,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p9_8,p9_9,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p12,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
356.0,2,31,2,3,9,13,0,5.0,4,3,10.0,1.0,17.0,10.0,10.0,0.0,0.0,1.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,3,3,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2,2,4,3.0,0.9718863533330288
357.0,2,46,4,1,9,13,1,3.0,5,1,9.0,6.0,6.0,0.0,7.0,4.0,0.0,2.0,6.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1,1,1,1,1,1,1,1,1,3,3.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,4.0,1,3,4,1.0,0.8792276082103223
358.0,1,63,5,5,32,4,0,4.0,2,4,10.0,16.0,17.0,0.0,0.0,0.0,0.0,,5.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2,2,1,2,2,2,2,2,2,2,3.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2,1,5,2.0,0.8600329231025761
359.0,2,67,6,2,44,13,4,4.0,6,3,10.0,2.0,2.0,1.0,8.0,7.0,0.0,2.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1,2,3,3,2,2,1,2,1,3,4.0,2.0,3.0,3.0,2.0,,3.0,4.0,2.0,5.0,2.0,1.0,1.0,4.0,4.0,2,3,5,2.0,1.1095559022393042
360.0,2,32,2,2,50,8,0,6.0,4,4,5.0,1.0,1.0,8.0,6.0,6.0,7.0,19.0,5.0,4.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,3,2,2,3,2,2,1,1,3,3,1.0,1.0,,4.0,,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,,2.0,2,2,2,4.0,0.9476942059267878
361.0,2,67,6,4,41,12,0,5.0,3,3,10.0,1.0,1.0,10.0,0.0,0.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,3,3,,,1.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2,1,5,3.0,1.2661218793207845
362.0,2,61,5,5,36,9,0,3.0,5,4,0.0,2.0,9.0,0.0,7.0,0.0,0.0,19.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3,3,2,3,3,3,3,1,3,3,4.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2,3,1,1.0,0.7239091182972931
363.0,1,30,2,5,2,14,0,6.0,5,4,6.0,2.0,2.0,0.0,1.0,6.0,4.0,19.0,5.0,3.0,4.0,4.0,4.0,2.0,1.0,,3.0,1.0,2,2,3,3,3,2,3,1,1,2,1.0,,2.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,,3.0,4.0,2.0,,2,3,1,4.0,0.8560694950239671
364.0,2,69,6,4,6,12,0,4.0,3,3,10.0,1.0,1.0,10.0,0.0,0.0,8.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3,2,1,2,2,1,3,2,2,3,2.0,,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,2,1,5,2.0,1.2661218793207845
365.0,2,30,2,4,30,3,1,4.0,4,3,10.0,1.0,1.0,9.0,7.0,0.0,6.0,1.0,8.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,2,2,1,3,3,3,2,2,2,3,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,,2,2,4,2.0,0.9689121921427156
366.0,1,46,4,3,18,16,3,3.0,5,3,10.0,2.0,2.0,0.0,7.0,3.0,0.0,19.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2,3,2,3,3,2,2,2,2,2,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2,3,5,1.0,0.8949846435942065
367.0,1,66,6,3,9,13,0,4.0,2,4,10.0,6.0,6.0,7.0,0.0,0.0,7.0,6.0,4.0,4.0,4.0,,2.0,3.0,4.0,2.0,3.0,2.0,2,2,1,1,2,2,1,2,1,3,1.0,3.0,,4.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,2,1,5,2.0,1.1337693063872154
368.0,2,31,2,4,22,7,1,4.0,4,4,8.0,,1.0,8.0,4.0,1.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1,1,1,1,1,1,1,1,1,3,,,,,,,,3.0,3.0,4.0,4.0,2.0,,3.0,,2,2,4,2.0,0.9014428391486512
369.0,2,60,5,1,5,1,4,3.0,1,3,10.0,2.0,2.0,5.0,10.0,0.0,0.0,2.0,6.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2,2,2,2,2,2,2,2,2,3,3.0,,,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,3,1.0,1.2049709108104998
370.0,2,38,3,6,47,14,1,3.0,2,5,0.0,19.0,17.0,0.0,0.0,0.0,0.0,19.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,2,1,3,1.0,0.9099676049673038
371.0,2,56,5,2,25,8,4,4.0,4,4,,,17.0,,,,,,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2,2,1,2,2,2,1,2,2,2,1.0,,,3.0,,,4.0,3.0,3.0,3.0,,,,,,2,2,3,2.0,0.9014379927264716
372.0,2,49,4,5,36,9,4,4.0,7,4,10.0,4.0,4.0,4.0,0.0,0.0,8.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,,3.0,2,2,2,2,2,2,2,1,3,3,1.0,3.0,,4.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,2,3,4,2.0,0.9426123692906462
373.0,2,65,6,4,9,13,0,3.0,2,4,10.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2,2,1,2,3,2,1,2,2,3,3.0,,3.0,3.0,,4.0,,,,,,,,,,2,1,5,1.0,1.157579365197695
374.0,1,66,6,3,47,14,0,6.0,5,4,10.0,2.0,2.0,4.0,9.0,0.0,0.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1,2,1,2,2,1,1,2,1,3,4.0,2.0,,4.0,2.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,2,3,5,4.0,0.9803804306307392
375.0,1,46,4,6,31,7,1,6.0,5,4,8.0,2.0,2.0,2.0,8.0,4.0,1.0,2.0,7.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2,2,2,3,2,2,3,3,2,3,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,,3.0,1.0,2,3,4,4.0,0.802433915387593
376.0,1,61,5,3,9,13,0,7.0,6,4,10.0,1.0,1.0,8.0,2.0,0.0,7.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2,1,1,1,2,1,1,1,2,3,3.0,2.0,4.0,3.0,,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,,2,3,5,4.0,0.876724798354418
377.0,1,72,6,5,9,13,0,6.0,5,4,10.0,,1.0,4.0,2.0,0.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2,2,1,2,2,1,1,2,2,3,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,,2,3,5,4.0,0.8426295678005341
378.0,1,42,3,5,15,14,0,4.0,4,5,10.0,3.0,3.0,6.0,5.0,3.0,4.0,2.0,5.0,4.0,,1.0,2.0,3.0,3.0,3.0,4.0,,3,1,3,3,3,2,3,1,3,2,4.0,,,4.0,,1.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,5.0,1.0,2,2,4,2.0,1.006434110553197
379.0,2,66,6,4,49,12,0,4.0,6,4,10.0,2.0,2.0,0.0,10.0,5.0,0.0,2.0,8.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1,2,1,1,2,1,1,1,2,2,4.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,2,3,4,2.0,1.0935343285390755
380.0,2,47,4,3,8,2,4,3.0,1,1,10.0,2.0,2.0,0.0,10.0,9.0,0.0,2.0,9.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3,2,2,2,2,1,3,1,2,3,4.0,,4.0,3.0,1.0,,3.0,,,,1.0,1.0,1.0,3.0,3.0,2,1,5,1.0,1.2017574074211712
381.0,1,70,6,2,14,10,0,3.0,2,4,10.0,1.0,1.0,10.0,0.0,0.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,1,1,1,1,3,4.0,,,4.0,,4.0,4.0,,,,,,,,,2,1,5,1.0,1.1865145775685066
382.0,2,61,5,6,30,3,0,5.0,4,2,10.0,4.0,4.0,6.0,0.0,0.0,8.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2,2,2,2,2,2,2,2,2,3,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,2,2,4,3.0,0.8393229350396804
383.0,2,38,3,3,2,14,0,4.0,4,2,0.0,19.0,17.0,,,,,19.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2,2,2,2,2,2,2,2,3,1,,,,,,,,,,,,,,,,2,2,1,2.0,0.9603357642346236
384.0,1,29,2,6,31,7,1,5.0,4,5,10.0,1.0,1.0,10.0,4.0,1.0,3.0,1.0,8.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,3,2,2,2,3,3,1,2,3,3,2.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2,2,4,3.0,0.8801765170664791
385.0,2,79,6,5,34,16,4,4.0,6,5,10.0,4.0,4.0,1.0,0.0,2.0,6.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,2,2,2,2,2,2,1,2,2,3,4.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,,5.0,2.0,2.0,1.0,,,2,3,5,2.0,0.8989829506097847
386.0,2,59,5,5,13,7,4,4.0,6,3,7.0,17.0,17.0,5.0,8.0,3.0,7.0,17.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2,2,2,2,2,2,2,2,2,3,,,,3.0,,,4.0,3.0,2.0,2.0,3.0,3.0,3.0,,,2,3,4,2.0,0.7607453456605096
387.0,2,61,5,4,13,7,0,4.0,1,2,10.0,2.0,17.0,4.0,8.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2,2,2,2,2,2,2,2,2,3,2.0,3.0,,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,,,2,1,1,2.0,1.2051395375006555
388.0,2,46,4,2,9,13,0,4.0,2,1,10.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,,2.0,4.0,3.0,2.0,,1.0,1,1,1,1,3,3,1,1,2,2,,4.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,2,1,1,2.0,0.9641964311393204
389.0,2,78,6,5,36,9,4,7.0,6,4,7.0,2.0,2.0,1.0,9.0,5.0,0.0,2.0,7.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2,3,2,3,2,2,2,3,1,3,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,5.0,5.0,2,3,5,4.0,0.934104534180431
390.0,2,61,5,1,33,5,0,4.0,3,3,10.0,1.0,1.0,8.0,0.0,0.0,8.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2,2,2,1,2,1,1,2,2,3,1.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,1,1,5,2.0,1.1385595571889884
391.0,1,34,2,6,50,8,1,4.0,2,3,10.0,2.0,2.0,5.0,10.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3,2,3,2,2,3,3,1,2,3,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2,1,1,2.0,0.937975761590134
392.0,2,68,6,6,47,14,4,4.0,2,1,10.0,2.0,2.0,3.0,10.0,0.0,0.0,2.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,2,3,4.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,2,1,5,2.0,1.0827194841932033
393.0,1,52,4,1,44,13,3,7.0,6,3,10.0,1.0,1.0,10.0,0.0,0.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3,3,2,3,2,2,1,1,2,3,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1,3,4,4.0,1.1323145253104507
394.0,1,27,2,2,46,11,0,4.0,4,3,9.0,1.0,1.0,9.0,4.0,0.0,7.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,,3.0,2,2,1,1,2,1,1,1,3,3,2.0,3.0,,3.0,3.0,,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2,2,4,2.0,1.0068101693521745
395.0,1,54,4,5,32,4,0,7.0,6,3,10.0,2.0,2.0,0.0,9.0,5.0,0.0,19.0,7.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2,3,1,2,2,2,1,2,2,3,4.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2,3,4,4.0,0.9019495496664888
396.0,2,46,4,1,15,14,0,5.0,4,2,10.0,4.0,4.0,9.0,0.0,0.0,10.0,4.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2,2,2,2,3,2,1,2,3,3,1.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,5.0,4.0,5.0,1.0,1.0,1,2,4,3.0,0.9964804969309802
397.0,2,53,4,1,50,8,2,4.0,2,3,9.0,2.0,17.0,5.0,8.0,7.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2,2,1,2,2,2,1,1,1,3,3.0,,,,,,4.0,,,,,,,,,1,1,3,2.0,0.9920607623922274
398.0,1,57,5,3,9,13,0,5.0,6,5,9.0,5.0,5.0,2.0,1.0,0.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,2,3,2.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2,3,4,3.0,0.876724798354418
399.0,2,59,5,5,20,17,0,4.0,2,3,5.0,1.0,1.0,9.0,2.0,0.0,5.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3,3,2,3,3,2,2,3,3,3,2.0,3.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,,,,2,1,5,2.0,0.8544325129528727
400.0,1,38,3,2,22,7,1,3.0,4,4,3.0,3.0,3.0,2.0,0.0,8.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2,2,2,2,2,2,1,1,2,2,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2,2,4,1.0,1.093293498171194
401.0,2,66,6,3,21,13,0,3.0,3,4,10.0,1.0,5.0,8.0,0.0,0.0,8.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2,2,2,2,2,2,2,1,2,3,1.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,4.0,4.0,5.0,3.0,1.0,2,1,5,1.0,1.251579078879682
402.0,2,69,6,4,29,16,0,6.0,3,3,10.0,2.0,2.0,0.0,10.0,0.0,0.0,2.0,7.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2,2,2,2,2,2,1,2,2,2,3.0,4.0,,,2.0,,,1.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,2,1,5,4.0,1.139859406417278
403.0,1,25,2,6,9,13,0,6.0,7,3,8.0,3.0,3.0,0.0,9.0,10.0,0.0,3.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2,1,2,1,2,2,1,2,3,3,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2,3,4,4.0,1.146553125880351
404.0,1,71,6,2,31,7,4,6.0,4,3,0.0,19.0,17.0,0.0,0.0,0.0,0.0,19.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,1,1,1,1,2,2.0,,2.0,3.0,,,4.0,4.0,4.0,3.0,4.0,,,,,2,2,5,4.0,1.0374223462333725
405.0,1,71,6,5,10,17,0,5.0,4,4,10.0,7.0,7.0,7.0,0.0,0.0,6.0,7.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2,2,1,2,2,2,1,2,2,3,1.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,2,2,5,3.0,0.904568872297732
406.0,2,30,2,5,36,9,0,3.0,2,3,5.0,1.0,1.0,10.0,0.0,0.0,,1.0,6.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1,2,2,2,2,2,3,2,1,3,4.0,3.0,1.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,2,1,3,1.0,0.9039296138998978
407.0,2,68,6,4,30,3,4,6.0,7,4,10.0,1.0,1.0,9.0,4.0,0.0,7.0,1.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2,3,1,2,2,2,2,3,2,2,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2,3,5,4.0,1.3862900205982225
408.0,2,39,3,5,40,9,2,4.0,7,3,10.0,3.0,3.0,0.0,6.0,10.0,0.0,3.0,10.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,1,3,3,3,3,2,2,3,3,3,4.0,1.0,4.0,3.0,,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,2,3,4,2.0,1.0098931289437492
409.0,1,49,4,2,47,14,3,3.0,1,4,10.0,2.0,2.0,10.0,10.0,5.0,0.0,2.0,8.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1,1,1,2,3,1,1,1,2,2,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,2,1,5,1.0,1.5532541079803717
410.0,1,56,5,1,15,14,0,5.0,1,3,10.0,,1.0,5.0,0.0,0.0,5.0,,0.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2,1,1,1,1,1,1,1,1,3,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3.0,1.4480404841945314
411.0,2,45,4,4,31,7,3,4.0,3,1,,18.0,2.0,0.0,0.0,0.0,0.0,18.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,1,1,1,1,1,1,1,1,2,1.0,,,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,2.0,0.9106441467710564
412.0,1,65,6,4,2,14,4,5.0,4,2,9.0,1.0,1.0,8.0,2.0,0.0,7.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1,2,1,2,2,1,2,2,1,3,1.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,2,2,5,3.0,1.0458295781181126
413.0,2,71,6,6,9,13,0,2.0,1,3,10.0,5.0,5.0,10.0,10.0,0.0,8.0,4.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,,4.0,3,3,1,3,3,3,3,1,3,3,4.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2,1,5,1.0,1.3766402699745766
414.0,1,70,6,4,42,7,0,4.0,2,4,10.0,18.0,1.0,0.0,0.0,0.0,0.0,18.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2,2,2,2,2,2,2,2,2,3,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,1.0,4.0,4.0,2,1,5,2.0,1.0515923173365893
415.0,2,69,6,4,49,12,0,6.0,4,4,10.0,3.0,3.0,0.0,0.0,10.0,0.0,3.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,2,3,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,2,2,5,4.0,1.1254914588205638
416.0,2,28,2,3,37,16,0,7.0,1,3,10.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1,1,1,1,3,2,1,1,2,2,1.0,1.0,,4.0,4.0,,4.0,,,,,,,,,2,1,1,4.0,1.2869244334452257
417.0,2,34,2,5,42,7,0,4.0,4,4,10.0,,4.0,5.0,0.0,0.0,7.0,16.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,,4.0,2,2,1,2,2,2,1,1,3,3,2.0,2.0,,4.0,3.0,,,1.0,1.0,1.0,1.0,,,,,2,2,2,2.0,0.8231546836516316
418.0,1,73,6,4,46,11,4,6.0,7,3,9.0,2.0,2.0,4.0,9.0,3.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3,2,1,3,2,2,1,2,3,3,2.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,,2,3,5,4.0,1.198054386256717
419.0,2,57,5,4,2,14,0,6.0,6,4,6.0,2.0,2.0,0.0,10.0,2.0,0.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2,2,1,2,2,2,1,1,3,3,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,4,4.0,0.8917608704786386
420.0,1,67,6,1,20,17,0,1.0,2,3,10.0,8.0,4.0,5.0,0.0,0.0,3.0,8.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2,2,3,2,2,3,3,2,2,3,1.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1,1,5,1.0,1.2261349602323202
421.0,1,47,4,1,9,13,3,4.0,2,2,7.0,1.0,1.0,8.0,2.0,0.0,8.0,1.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2,2,2,2,2,2,1,2,2,3,1.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1,1,5,2.0,1.2543412763040775
422.0,1,26,2,5,30,3,0,5.0,4,4,5.0,4.0,4.0,6.0,0.0,0.0,8.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3,2,1,2,2,1,1,1,3,2,,3.0,2.0,3.0,3.0,,4.0,,,,3.0,,,,,2,2,1,3.0,0.948598052319758
423.0,1,23,1,4,40,9,0,4.0,6,3,7.0,1.0,4.0,8.0,2.0,0.0,7.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3,2,2,3,3,2,1,2,2,3,2.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2,3,4,2.0,1.1371000822203725
424.0,1,68,6,1,5,1,0,6.0,4,3,10.0,4.0,4.0,9.0,0.0,0.0,10.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2,2,2,2,2,2,1,2,3,3,1.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1,2,5,4.0,0.9768947593605336
425.0,2,57,5,5,8,2,3,4.0,2,3,9.0,4.0,4.0,7.0,5.0,0.0,9.0,17.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3,3,2,3,3,2,2,2,3,3,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,2,1,4,2.0,0.8604879376937211
426.0,2,48,4,1,11,12,0,6.0,4,3,5.0,,1.0,0.0,0.0,0.0,0.0,17.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2,3,1,2,3,2,1,2,2,3,2.0,2.0,,4.0,,,4.0,3.0,3.0,3.0,3.0,,,,,1,2,4,4.0,1.0153387104001184
427.0,2,65,6,5,30,3,3,4.0,3,3,10.0,2.0,2.0,3.0,8.0,4.0,0.0,2.0,6.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1,2,2,2,2,2,2,2,1,3,3.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,2,1,5,2.0,1.1393849856110745
428.0,1,78,6,6,9,13,0,6.0,6,4,10.0,2.0,2.0,0.0,10.0,3.0,0.0,2.0,6.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2,2,3,2,2,2,2,2,3,2,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,2.0,2,3,5,4.0,0.9010316287442997
